text,intent
Suss out if Commission be an income category?,income_category_check
Displace you lean my top expenses?,expense_get_max
Show me my public figure,get_name
Tell pine tree state my electric bill referable escort,bill_get_electricity_due
Tell me about my total expenses,get_total_expenses
Set a novel income for my visibility,profile_update_income
Add a ₹ 250 disbursal for snacks,expense_add
What are my full expenses this month?,get_total_expenses
Tell me the charge cycle for my split bill,bill_get_cycle
Put up you display my profile lick?,profile_get_slug
Tell me if my subscription circular is pay up,bill_check_status
Show my amusement budget details,budget_get
Can you express my income norm?,income_get_average
What ’ s my highest expense this calendar month?,expense_get_max
Can I edit my profile’s name?,profile_update_name
Append a ₹ 800 budget for debt payments,budget_add
List my disbursal total,expense_get_total
What ’ s the charge oscillation for my water bill?,bill_get_cycle
Can you demo my profile deliverance?,profile_get_savings
Do I feature a personal tutelage budget?,budget_check_exists
Show my average dividend income,income_get_average_by_category
Can you expose my visibility pic?,profile_get_image
Food expense for this calendar month,get_food_expense
Order me my real estate investments,investment_get_by_category
Tell me my investment tot,investment_get_total
What ' s my monthly income and savings?,get_income_savings
Can Single use Precious Metals as an investment class?,investment_category_check
Show my spending trends for solid food,expense_get_trend_by_category
What ’ s my grocery spending this month?,get_food_expense
What’s the category for investment income?,income_category_map
Display my expense trends for this year,expense_get_trend
Pot you number my total monthly expenses?,get_total_expenses
Tally a Stocks investment family,investment_category_add
What ’ s my monthly income sum of money?,income_get_total
Who ’ randomness logged in?,get_name
Evidence me all my category budget,budget_get_all
Appearance my unpaid utilities bills,bill_get_unpaid
Butt you show my expenditure course?,expense_get_trend
Tell me my food expenses,get_food_expense
What card did I pay this calendar month?,bill_get_paid
Severalise me my profile ’ s slug time value,profile_get_slug
Set a raw epithet for my profile,profile_update_name
How much do Unity spend in total?,get_total_expenses
Show my owing bill inclination,bill_get_unpaid
Tell me about poster add up up,bill_get_upcoming
What ’ s my public service corporation spending trend?,expense_get_trend_by_category
Bestow a category for home repairs,category_add
Tilt all category for investments,investment_category_get_list
What ’ south my total unpaid bill amount?,bill_get_total
What ’ s my subscription spending?,expense_get_by_category
What ’ s the poke for my profile?,profile_get_slug
Listing my time to come bills,get_upcoming_bills
List my income from terminal month,income_get_by_date
Severalise pine tree state my largest spending amount,expense_get_max
What ’ s my user image?,profile_get_image
Can you do my cable flyer as paid?,bill_update_status
Show my investiture trends for stock,investment_get_trend_by_category
List my compensate banker's bill this week,bill_get_paid
Update my saving in my account,profile_update_savings
Which category for automobile loan?,category_map
Bum you show my rent budget equipoise?,budget_check_remaining
When ’ s my electric bill due?,get_electricity_due
What investment category personify stocks?,investment_category_map
Append a Grants income class,income_category_add
Show my commodities investing performance,investment_get_performance
My money seed?,get_income_sources
Tell pine tree state about bills I pay late,bill_get_paid
Show my income vogue for salary,income_get_trend_by_category
When make I pay my electrical energy bill?,get_electricity_due
Recount me my average monthly income,income_get_average
Variety my user figure to something new,profile_update_name
Rump you read my monthly income?,get_total_income
Can you list every budget 1 position?,budget_get_all
Do Atomic number 53 bear a conveyance budget?,budget_check_exists
List my recreational rent bills,bill_get_unpaid
Name my spending for concluding week please,get_weekly_expenses
Tell me if my subscription bill is paid,bill_check_status
What ’ s my expense story for May?,expense_get_by_date
What ’ s my outlay course this month?,expense_get_trend
Show my hamper investiture performance,investment_get_performance
Show my grocery expense for final month,expense_get_by_category_date
Can you indicate my royalties income?,income_get_by_category
List my investment sum,investment_get_total
What are all my investiture character?,investment_category_get_list
Update my score name please,profile_update_name
Change my visibility ’ s preservation amount,profile_update_savings
Show my account clout please,profile_get_slug
Stool you lean budgets created final week?,budget_get_by_date
What ’ s my investment trend this yr?,investment_get_trend
Display my crowing investment this year,investment_get_max
What ’ s my cryptocurrency investment funds going?,investment_get_loss
Be there a subscription budget?,budget_check_exists
Update my account statement name please,profile_update_name
Phonograph recording ₹ 5000 for stipends,income_add
What did I earn from side hustle?,income_get_by_category
Produce a ₹ 700 insurance bill ascribable quarterly,bill_add
What ’ s my amateur card totality?,bill_get_unpaid
When ’ s my electricity bill due?,bill_get_electricity_due
Exist Refunds an income category?,income_category_check
Give the axe you expose my username?,get_name
What ’ s my speculation capital investment?,investment_get_by_category
Can you heel my top expense?,expense_get_max
Arrange a unexampled name for my profile,profile_update_name
Can you list my income totality?,income_get_total
List my income source classifications,income_category_get_list
Show my mediocre income this year,income_get_average
What did Atomic number 53 earn last workweek?,income_get_by_date
Has my gas bill been paid?,bill_check_status
Add ₹ 5000 to speculation capital,investment_add
Tail end you show my rent expenses this month?,expense_get_by_category_date
What ’ s my spending trend this month?,expense_get_trend
Fix a new saving sum of money for my profile,profile_update_savings
Can you bear witness my fair amusement spending?,expense_get_average_by_category
Can you show my income from last place month?,income_get_by_date
How ’ s my investing performance?,get_profit_loss
What’s my total bill amount this month?,bill_get_total
Can you set my cable flyer as pay?,bill_update_status
Personify my car loanword bill pay?,bill_check_status
What ’ s my highest disbursal this month?,expense_get_max
Gimme my report name,profile_get_info
Show my outlay trends for food,expense_get_trend_by_category
Exercise set up a class for gifts,category_add
Lean my recreational bills please,bill_get_unpaid
Secern pine tree state my investment income,income_get_by_category
Add ₹ 750 for electrical energy,add_expense
Please show my name,get_name
Produce a Concern income category,income_category_add
Rear you exhibit my total expenditure?,expense_get_total
What ’ s my cryptocurrency investment returns?,investment_get_performance
Lav you show my electricity due escort?,bill_get_electricity_due
What did Atomic number 53 spend utmost week?,expense_get_by_date
Tell me my budgets from lowest calendar month,budget_get_by_date
Show my healthcare budget persist,budget_check_remaining
Represent Stipends an income category?,income_category_check
Create a Cashback income category,income_category_add
Which category for royal house?,income_category_map
Discipline if Infrastructure is an investment funds family?,investment_category_check
Adhd an Annuities investment family,investment_category_add
Show my expenses from last yr,expense_get_by_date
Tell maine my income categorization list,income_category_get_list
Tell maine my largest spending amount,expense_get_max
When is my utilities vizor due?,bill_get_electricity_due
What ’ s my reciprocal fund loss?,investment_get_loss
Stool I utilise Investments as an income category?,income_category_check
How much cause I earn per my profile?,profile_get_income
Display my total visor ascribable this month,bill_get_total
What’s my investment profit?,get_profit_loss
My entire spending this month?,get_total_expenses
Show my passive income,income_get_by_category
What ’ s my din verboten spend this month?,expense_get_by_category_date
Can you show my electricity due date?,bill_get_electricity_due
Appearance my monthly income summary,income_get_total
Can you show my full disbursement?,get_total_expenses
Mbd ₹ 300 for net,expense_add
What are all my expense types?,category_get_list
Can you show my mutual fund investiture trend?,investment_get_trend_by_category
Can you demonstrate my electrical energy due date?,bill_get_electricity_due
Mark my telephone bill as paid,bill_update_status
Logarithm ₹ 150 for coffee,expense_add
Can you tell maine my savings measure?,profile_get_savings
My electrical energy bill status?,get_electricity_due
What’s my list of income categories?,income_category_get_list
Rear end you summarize my investment funds profits?,get_profit_loss
Stool you bear witness my healthcare budget?,budget_get
Can you secernate me all my budget amount?,budget_get_all
Showing my profile range,profile_get_image
Appearance my bail bond investment profits,investment_get_profit
Lavatory you register my dining out disbursement?,expense_get_by_category
What income category be dividend?,income_category_map
Can you render my hedgerow fund losses?,investment_get_loss
Add ₹ five hundred for groceries,expense_add
What ’ sec my total budget for this calendar month?,budget_get_total
Tell maine about my income and savings,get_income_savings
List my investments,get_investments
Show my expense types,get_expense_categories
Set up a ₹ one thousand rent invoice due monthly,bill_add
Who ’ s the substance abuser of this explanation?,profile_get_info
Tell me my solid food expense,get_food_expense
Spent ₹ four hundred on gym rank,expense_add
Tell maine my largest income amount,income_get_max
What ’ s my account ’ s savings balance?,profile_get_savings
Tell me where Ace get my money,get_income_sources
Show pine tree state my user picture,profile_get_image
What ’ sec my total investment amount?,investment_get_total
Show my commodities investment performance,investment_get_performance
Secernate me my profits and loss item,get_profit_loss
Rump you show my rent disbursement?,expense_get_by_category
Display my dividends income vogue,income_get_trend_by_category
What ’ s my expense history for Crataegus oxycantha?,expense_get_by_date
Can you show my consumption movement?,expense_get_trend
Make a Commodity investment category,investment_category_add
What ’ s my investment income style?,income_get_trend_by_category
What family would snacks be?,category_map
Which bills are nevertheless ascribable?,get_unpaid_bills
Does Passive Income count as a category?,income_category_check
Can you list my top investiture?,investment_get_max
Tell apart me my average monthly disbursement,expense_get_average
Display my investment trends for stocks,investment_get_trend_by_category
Can I build a fresh disbursal category?,category_add
What’s my clothing budget?,budget_get
Tell me my highest profit investing,investment_get_max_profit
Display my profile picture,get_profile_pic
What ’ s my reciprocal fund investiture?,investment_get_by_category
Show my most profitable investment funds category,investment_get_max_profit
Summate a ₹ 2000 budget for rent,budget_add
Tell me how much I spent on meals,get_food_expense
What ’ s my medium food spending?,expense_get_average_by_category
Secern me my highest net profit investment,investment_get_max_profit
List my great payment,get_unpaid_bills
How ' s the conditions?,unknown
Can I practice Peer - to - Peer Loaning as an investiture family?,investment_category_check
Can you summarize my investiture winnings?,get_profit_loss
What ’ s my spending sum for this month?,get_total_spent
Hind end you usher my profile savings?,profile_get_savings
What ’ s my investment vogue this year?,investment_get_trend
What’s my user’s slug?,profile_get_slug
Add ₹ 2000 for economic rent,expense_add
Can you update my utilities budget to ₹ 1200?,budget_update
Can I use Service program as a class?,category_check
Tin can you update my utilities budget to ₹ 1200?,budget_update
Curing up a family for vacations,category_add
Be Indemnity an expense category?,category_check
Can you render my hedgerow fund investment functioning?,investment_get_performance
Tell pine tree state the essence of my bills,bill_get_total
Show my biggest expense this yr,expense_get_max
Which bills are notwithstanding due?,bill_get_unpaid
Spent ₹ 2000 on pensions,income_add
Be my auto loan bill paid?,bill_check_status
List my upcoming electricity bills,bill_get_upcoming
What’s my avatar image?,profile_get_image
Show neb due this workweek,bill_get_upcoming
Map entertainment to a class,category_map
Add a Refund income family,income_category_add
What ’ s the condition of my electrical energy bill?,bill_check_status
Display my total income for May,income_get_total
What ’ s my full income this calendar month?,income_get_total
My galvanizing invoice due?,get_electricity_due
Show my freelancer earnings,income_get_by_category
Can you add ₹ 2500 to exchange traded fund?,investment_add
Add ₹500 for groceries,expense_add
What ’ s my monthly spending drift?,expense_get_trend
Force out you list my top investment?,investment_get_max
What ’ s my outlay trend this month?,expense_get_trend
Add a Forex investment category,investment_category_add
What ’ s my subscriptions budget?,budget_get
My income sources delight,get_income_sources
Can you tell me my name?,get_name
What's my electricity bill?,get_electricity_due
Show my fair grocery disbursal,expense_get_average_by_category
Tell me my investiture classification list,investment_category_get_list
What expense categories exercise Iodin have?,category_get_list
Tell me my bills due this month,get_upcoming_bills
Arse you arrange a ₹ 600 budget for transportation?,budget_add
What categories can I use for expenses?,category_get_list
Can you indicate my full bill payments?,bill_get_total
Update my earnings in my report,profile_update_income
What ’ s my highest investment this month?,investment_get_max
What ’ s my transferral budget left?,budget_check_remaining
Modification my profile ’ s income amount,profile_update_income
Tell maine astir bills I paid lately,bill_get_paid
My investments succinct?,get_investments
Tell maine my service program spend this year,expense_get_by_category_date
What’s my transportation budget left?,budget_check_remaining
What ’ s my monthly tax income?,get_total_income
Display my investment explanation,get_investments
Leaning my expense total,expense_get_total
Display my outstanding handbill list,bill_get_unpaid
Update my transportation budget to ₹700,budget_update
Add a ₹ 2000 budget for rent,budget_add
Displace you express my hedging fund investments?,investment_get_by_category
What ' s my earnings beaver state passing?,get_profit_loss
What ’ s my ordinary salary income?,income_get_average_by_category
Appearance my investments from terminal week,investment_get_by_date
Tell pine tree state my rent budget amount,budget_get
Tell me my real land investment loss,investment_get_loss
Circle up a family for gifts,category_add
Show the due date for my electricity bill,get_electricity_due
Practise One receive a utilities budget?,budget_check_exists
Can you show my total expenses?,get_total_expenses
What’s the billing cycle for my electricity bill?,bill_get_cycle
Add ₹6000 to angel investing,investment_add
Congeal a ₹ yard budget for childcare,budget_add
Tell maine about my visibility ’ s income,profile_get_income
Which bills are nonetheless ascribable?,bill_get_unpaid
Display my expense from the past 7 day,get_weekly_expenses
Do I take a personal guardianship budget?,budget_check_exists
Add an Maintenance income category,income_category_add
Can you demonstrate my spending from last month?,expense_get_by_date
Show my paid bills for Whitethorn,bill_get_paid
Single valued function awards to an income category,income_category_map
Arse you show my outgo vogue?,expense_get_trend
Make a category for travelling,category_add
Show my bond investing losses,investment_get_loss
What ’ s my modal salary income?,income_get_average_by_category
Give the sack you create a Hedge Funds investment class?,investment_category_add
Update my auto loan pecker to ante up,bill_update_status
Separate me my electrical energy bill imputable date,get_electricity_due
What ’ s my favorite colour?,unknown
Class for my expense,get_expense_categories
What ’ s my mediocre income per month?,income_get_average
Display my story picture,profile_get_image
Order maine my earnings from last Fri,income_get_by_date
Update my exploiter avatar,profile_update_image
Tin can you show my pending bill?,bill_get_unpaid
Show my foodstuff expenses,get_food_expense
What’s the cycle for my phone bill?,bill_get_cycle
Differentiate me about my investment,get_investments
Behind you set a ₹ 600 budget for dot?,budget_add
Tell me my outgo last month,expense_get_by_date
Can you deepen my visibility name?,profile_update_name
What budget did Iodine set this year?,budget_get_by_date
Recount me my utility spend this year,expense_get_by_category_date
Keister 1 edit my profile ’ s name?,profile_update_name
What did 1 spend on solid food this calendar month?,expense_get_by_category
Nates you display my profile poke?,profile_get_slug
What ’ s my total budget across categories?,budget_get_all
Add up a family for hobbies,category_add
List my income channels,get_income_sources
Show my norm expenses this twelvemonth,expense_get_average
Show my monthly income breakdown,get_total_income
Tell me a joke,unknown
Show my visibility ’ s unequaled slug,profile_get_slug
Update my split greenback to paid,bill_update_status
What’s my income and how much do I save?,get_income_savings
Can you show my spending this month?,expense_get_by_date
List my expense for this week,expense_get_by_date
Appearance my expense types,get_expense_categories
My profit and departure?,get_profit_loss
Tell maine about my investments,get_investments
Who ’ s the drug user of this account?,get_name
Enjoin me my largest investing amount,investment_get_max
Be Travel a valid disbursal category?,category_check
Set up a ₹ cd budget for entertainment,budget_add
Potty you show my revenue tendency?,income_get_trend
What income category can Ace use?,income_category_get_list
What ’ s my overall budget measure?,budget_get_total
Lean my spending category types,get_expense_categories
What investment funds class is stocks?,investment_category_map
Which category for a restaurant bill?,category_map
What’s left in my utilities budget?,budget_check_remaining
Can you demonstrate my top profit investments?,investment_get_max_profit
List my bill amount for this calendar month,bill_get_total
What ’ s my subscription disbursement?,expense_get_by_category
What ' s my profile image?,get_profile_pic
Change my foodstuff budget to ₹ cd,budget_update
Tell me my profit form,income_get_trend
Show my electric bill information,get_electricity_due
Tooshie you tell maine my income measure?,profile_get_income
Show my commodities investiture losses,investment_get_loss
Tell me my cute metallic element loss,investment_get_loss
Lean my investment totals,investment_get_total
Tell me my precious metals profits,investment_get_profit
What ’ s my history ’ s income?,profile_get_income
What ’ s my monthly income style?,income_get_trend
What did Single spend on solid food this month?,expense_get_by_category
Distinguish me about my money and rescue,get_income_savings
Force out you picture upcoming bills?,get_upcoming_bills
What ’ s my investment funds total this calendar month?,investment_get_total
Stern you tell pine tree state my savings amount?,profile_get_savings
Show my weekly spending,get_weekly_expenses
List all categories for income,income_category_get_list
Tell maine my subscriptions outgo last year,expense_get_by_category_date
Pot you show my income norm?,income_get_average
Show my bond investment carrying out,investment_get_performance
Add a real estate investment trust investment family,investment_category_add
Log ₹300 for dining out,expense_add
Lean my forthcoming electricity bills,bill_get_upcoming
Appearance my profile ’ s preservation amount,profile_get_savings
Show my investiture detail,get_investments
Which class for forex?,investment_category_map
Show my entire investment funds for this year,investment_get_total
Say pine tree state a joke,unknown
Tail you list my investiture type options?,investment_category_get_list
Show my snag expense trends,expense_get_trend_by_category
What ’ s the cycle for my phone banker's bill?,bill_get_cycle
What ’ s my modal outlay per calendar month?,expense_get_average
What equal my investment funds?,get_investments
Which government note are unpaid?,get_unpaid_bills
What categories do my expense accrue under?,get_expense_categories
Tell me my remuneration sum,income_get_total
Butt you list my investiture total?,investment_get_total
Appearance my visibility ’ s income and savings,profile_get_income_savings
What ’ s my volunteer bill sum?,bill_get_unpaid
Evidence me my total spending details,get_total_expenses
Show my upcoming bill defrayment,bill_get_upcoming
Add ₹ 2000 for split,expense_add
Keister you display my investment portfolio?,get_investments
Log ₹ 1500 for business income,income_add
Show my food expenditure,get_food_expense
Did One create a dining proscribed budget?,budget_check_exists
What ’ s left field in my public utility budget?,budget_check_remaining
Tell maine when my power bill be imputable,bill_get_electricity_due
Tell me my insurance policy poster ’ s billing hertz,bill_get_cycle
Can you show my boom come out disbursement?,expense_get_by_category
Tell me my precious metal investment funds returns,investment_get_performance
How do I misrepresent pasta?,unknown
Severalise maine my highest profit investment,investment_get_max_profit
Show me what my avatar looks like,get_profile_pic
Tell pine tree state about my profile ’ s saving,profile_get_savings
Tell me my precious metal profit,investment_get_profit
Is REITs a valid investment funds class?,investment_category_check
Show my rent expense trends,expense_get_trend_by_category
Coiffe I take a personal care budget?,budget_check_exists
Can you present my income parentage?,get_income_sources
Log 400 rupees for subscription,add_expense
Spent ₹ cd on gym membership,expense_add
Disk ₹ 3000 for investments,income_add
Can you severalize me my income quantity?,profile_get_income
Appearance my free lance earnings for last calendar month,income_get_by_category_date
Add a shopping category please,category_add
What ’ s the time?,unknown
Electricity broadside imputable date please,get_electricity_due
What ’ s the family for utilities?,category_map
Show my biggest income this year,income_get_max
Recount me my largest outlay amount,expense_get_max
Tell maine if my subscription eyeshade is paid,bill_check_status
Can you show my royalty income last week?,income_get_by_category_date
List my expenses from last week,get_weekly_expenses
Backside you lean my total spending?,get_total_spent
What ’ s the status of my electrical energy neb?,bill_check_status
Can you list my top income?,income_get_max
Tail you distinguish me all my budget amounts?,budget_get_all
Is Forex an investment category?,investment_category_check
Tell me my precious metals profit,investment_get_profit
Update my water bill to paid,bill_update_status
Can you tell me my visibility figure?,profile_get_info
Can I apply Utility as a category?,category_check
Map mutual funds to a category,investment_category_map
What ’ s the category for health care?,category_map
Rear end I cut my profile ’ s public figure?,profile_update_name
How much coiffure I earn per my profile?,profile_get_income
Terminate you show my total investment funds note value?,investment_get_total
Can you create a Hedging Funds investiture category?,investment_category_add
What did One earn last workweek?,income_get_by_date
My unpaid bills please,get_unpaid_bills
Privy Iodin use Bonuses as an income category?,income_category_check
Tell me my profile’s slug value,profile_get_slug
Be a split budget created?,budget_check_exists
Update my transportation budget to ₹ 700,budget_update
Record ₹ 3000 for hiram ulysses grant,income_add
Tell me about my income sources,get_income_sources
Is my car loan bill paid?,bill_check_status
Bathroom you show my top profits investments?,investment_get_max_profit
Can you bear witness my spending group?,category_get_list
Tell me my remaining entertainment budget,budget_check_remaining
Display my pic please,get_profile_pic
Update my earnings in my story,profile_update_income
What ’ atomic number 16 my full income this month?,income_get_total
Tell me my full investment funds value,investment_get_total
What ’ s the due date for electrical energy?,get_electricity_due
Show pine tree state my investment funds category choices,investment_category_get_list
Show my median split expenses,expense_get_average_by_category
Make a Private Equity investment family,investment_category_add
Recount me my freelance income form,income_get_trend_by_category
Tell me my profit pattern,income_get_trend
Inclination my investments from last calendar month,investment_get_by_date
List my expense types delight,category_get_list
Show my average expense this class,expense_get_average
Set up a ₹ 800 automobile loanword bill ascribable monthly,bill_add
What ’ s the cycle for my elevator car loan visor?,bill_get_cycle
What did I bring in from side bunco game last month?,income_get_by_category_date
Show my hamper investments,investment_get_by_category
Can you depict my investments?,get_investments
Appearance my monthly disbursal summary,expense_get_total
Separate pine tree state when my power neb is due,bill_get_electricity_due
Tell me my high profit investment,investment_get_max_profit
What coiffure I invest in cryptocurrency?,investment_get_by_category
Tin you evince my average entertainment expenditure?,expense_get_average_by_category
Show my income from two weeks ago,income_get_by_date
What’s the category for clothes?,category_map
Display my investment holdings,get_investments
Position a new gens for my visibility,profile_update_name
Indicate me my investing,get_investments
What ’ s my venture capital performance?,investment_get_performance
What ’ s my outgo this month?,expense_get_total
What ’ s my login name?,profile_get_info
List my income sources,get_income_sources
Tell pine tree state all my category budget,budget_get_all
Tell me my remain amusement budget,budget_check_remaining
List my volunteer bill,get_unpaid_bills
Heel my bills due soon,bill_get_upcoming
List my paid posting this workweek,bill_get_paid
Severalise maine my precious metals profit,investment_get_profit
Log ₹1500 freelance earnings,income_add
Show my business relationship ’ s income and savings,profile_get_income_savings
Localise a new income for my visibility,profile_update_income
Set up a Bonuses income category,income_category_add
Can you lumber ₹ 3500 for refunds?,income_add
Recount me my bond certificate investment trends,investment_get_trend_by_category
Which billhook are imputable next week?,bill_get_upcoming
What ’ s my most moneymaking income category?,income_get_max
Live Debt Payment a category?,category_check
Say me the types of expense I track,category_get_list
What name be linked to my news report?,profile_get_info
What ’ s the name tie to my profile?,profile_get_info
Tell maine about bills One pay recently,bill_get_paid
What ’ s the class for investment income?,income_category_map
Display my healthcare expenses this calendar week,expense_get_by_category_date
What ’ s today ’ s news?,unknown
Toilet you show my amusement spending movement?,expense_get_trend_by_category
Add ₹ 600 for home plate repairs,expense_add
Appearance my total income for May,income_get_total
What ’ s my user ’ entropy slug?,profile_get_slug
Tell me my profit and savings crack up,get_income_savings
Evidence pine tree state my largest spending amount,expense_get_max
Can you show my hedging investment company losses?,investment_get_loss
Contain if Involvement is an income category?,income_category_check
What ’ s my total bill amount of money this month?,bill_get_total
Logarithm ₹ 400 for entertainment,add_expense
Show me my history picture,profile_get_image
Can you register my personal care budget leave?,budget_check_remaining
Tell me the name on my account,get_name
Display my biggest expense this year,expense_get_max
What class be insurance?,category_map
Did I set a budget for food for thought?,budget_check_exists
Create a new category for deary,category_add
Backside you show my top profit investments?,investment_get_max_profit
My expenditure utmost week?,get_weekly_expenses
Variety my news report photo please,profile_update_image
Distinguish me my investment sum,investment_get_total
What did Ace earn from side flimflam?,income_get_by_category
Show my account biff please,profile_get_slug
Can you heel my bank bill totals?,bill_get_total
What be my unpaid bills?,get_unpaid_bills
Which category for infrastructure?,investment_category_map
What exist my outlay classifications?,category_get_list
Can you show my top lucre investments?,investment_get_max_profit
How much answer I spend on food?,get_food_expense
Did I produce a dining away budget?,budget_check_exists
Record ₹4000 for real estate,investment_add
Can I use Precious Alloy as an investment funds category?,investment_category_check
My profits and loss?,get_profit_loss
Can you update my profile picture?,profile_update_image
Throne you set a ₹ 200 budget for personal charge?,budget_add
Can you depict my spending sum up?,get_total_spent
Can I make a new expense category?,category_add
What ’ s my savings in my profile?,profile_get_savings
Assure me my grocery spending pattern,expense_get_trend_by_category
Displace you tell me my income source?,get_income_sources
Tell pine tree state my investments last month,investment_get_by_date
Tell pine tree state my budget from last month,budget_get_by_date
What ’ s my investment trend this year?,investment_get_trend
Add 500 rupee for groceries,add_expense
Nates Unity upload a new visibility pic?,profile_update_image
What stocks or funds do I own?,get_investments
Cost Consulting a valid income family?,income_category_check
What’s my profile’s photo?,profile_get_image
Create a Commodities investment category,investment_category_add
Tell maine my insurance policy bill ’ s billing cycle,bill_get_cycle
Tell maine my cute metals loss,investment_get_loss
Add together a Salary income category,income_category_add
Show me every investment category,investment_category_get_list
What are my stock investment funds?,investment_get_by_category
Tell pine tree state my utility spending,expense_get_by_category
Do I own a department of transportation budget?,budget_check_exists
What ’ s my embodiment icon?,profile_get_image
Tell me my bond investing movement,investment_get_trend_by_category
What does my profile picture look like?,get_profile_pic
Show my galvanic beak due date,bill_get_electricity_due
Tell pine tree state about my investment holdings,get_investments
Tell me my actual land investment returns,investment_get_performance
Tell me my wage aggregate,income_get_total
Display my biggest investment this year,investment_get_max
Say me my utilities spend,expense_get_by_category
What ’ s my grant income?,income_get_by_category
How much cause I earn and save?,get_income_savings
What’s my venture capital loss?,investment_get_loss
Total spent this month,get_total_spent
Display my mean grocery expenses,expense_get_average_by_category
Appearance my average dividend income,income_get_average_by_category
How do I cook pasta?,unknown
Show the status of my water bill,bill_check_status
Stage set my personal fear budget to ₹ 300,budget_update
Give notice you show my dining out disbursal?,expense_get_by_category
My total remuneration this month?,get_total_income
Set upward a ₹ 800 motorcar loan bill due monthly,bill_add
Tush you show my amusement spending trends?,expense_get_trend_by_category
Can you line up my subscription budget to ₹ 600?,budget_update
Coiffe a new income for my visibility,profile_update_income
Tell me my bonuses income,income_get_by_category
Investing addition and losses,get_profit_loss
Is Forex an investiture family?,investment_category_check
What are my investments?,get_investments
Change my profile name to Bob,profile_update_name
What get along Ace drop on meals?,get_food_expense
Listing my unpaid bills please,bill_get_unpaid
Crack if ETFs is an investment funds category?,investment_category_check
Arse you show my using up course?,expense_get_trend
Display my expense veer for this class,expense_get_trend
Check if Direction is an income family?,income_category_check
Distinguish me all my category budget,budget_get_all
Can you show my next bill referable?,bill_get_upcoming
Recount me my education spending,expense_get_by_category
What did Ace gain from side bunko game?,income_get_by_category
I spend ₹ 500 on groceries,add_expense
What ikon is on my visibility?,profile_get_image
How much did Single spend final week?,get_weekly_expenses
Disc ₹ m on transportation,add_expense
Tell me my grocery spending blueprint,expense_get_trend_by_category
Tell me astir bills Atomic number 53 paid latterly,bill_get_paid
Lav you add a charity class?,category_add
What ’ s the clout for my visibility?,profile_get_slug
Can you show up my income this month?,income_get_by_date
Dress I experience a transportation budget?,budget_check_exists
Demonstrate maine my user picture,profile_get_image
What ’ s my high investment this month?,investment_get_max
Display my spending classifications,get_expense_categories
Can you show my budget for groceries?,budget_get
What ’ s my monthly revenue?,get_total_income
What ’ s the family for din out?,category_map
What ’ s my investiture history for May?,investment_get_by_date
Can you recount me my expense categories?,category_get_list
Separate maine the types of income I dog,income_category_get_list
Appearance my income trend for this twelvemonth,income_get_trend
Can buoy Iodine use Child care as a category?,category_check
Prat you show my entertainment outlay trends?,expense_get_trend_by_category
Add a Refund income class,income_category_add
Tell maine my grocery disbursal pattern,expense_get_trend_by_category
Mark if Commission is an income family?,income_category_check
Spent ₹ 1500 for side hustle,income_add
Order me my earnings pattern,income_get_trend
What be my upcoming bills?,get_upcoming_bills
What category is rent?,category_map
Adjust my entertainment budget to ₹ 500,budget_update
Can you tot up a ₹ 400 cable bank note imputable weekly?,bill_add
What ’ s my cryptocurrency investment coming back?,investment_get_performance
Show my modal income this year,income_get_average
Solidifying up a family for gifts,category_add
Set up a ₹ 400 budget for amusement,budget_add
What ’ south my total unpaid bill sum?,bill_get_total
Tell me about poster get up,bill_get_upcoming
Tell pine tree state astir my profile ’ s savings,profile_get_savings
What are my income source?,get_income_sources
Tell me my insurance visor ’ s charge cycle,bill_get_cycle
What income category live stipends?,income_category_map
Tell pine tree state the charge wheel for my rent bill,bill_get_cycle
Can you sum up a novel category?,category_add
Say maine about last workweek ’ s expenses,get_weekly_expenses
Recite me my earnings and economy total,profile_get_income_savings
Can you show my spending norm?,expense_get_average
What ’ s my dining out drop this month?,expense_get_by_category_date
Can you show my investing eccentric classifications?,investment_category_get_list
Be a tear budget created?,budget_check_exists
Distinguish me my bonuses income,income_get_by_category
What ’ s my near profitable investment?,investment_get_max_profit
Can you show my following broadside due?,bill_get_upcoming
What investments do I have?,get_investments
Tell maine my budgets from final month,budget_get_by_date
Appearance my electrical energy bill due date,get_electricity_due
What’s my spending trend this month?,expense_get_trend
List my income from last calendar month,income_get_by_date
What did I spend on meals?,get_food_expense
Tell maine my real estate investment,investment_get_by_category
Tell me my bond investing trends,investment_get_trend_by_category
Add 500 rupees for foodstuff,add_expense
Lav you show my revenue trends?,income_get_trend
What are all my investment funds type?,investment_category_get_list
Recount me if my subscription bill is pay up,bill_check_status
Tin can you number my investment sum?,investment_get_total
Bum you show my average rental income?,income_get_average_by_category
Appearance my average self employed income,income_get_average_by_category
Evidence me my utilities spend,expense_get_by_category
What ’ s my dining away spending this month?,expense_get_by_category_date
Who’s this profile for?,profile_get_info
Can you log ₹ 3500 for refunds?,income_add
Can you exchange my profile figure?,profile_update_name
What ’ s my preservation and income equalizer?,get_income_savings
Tell me my intermediate monthly spending,expense_get_average
Band my subscription bill as paid,bill_update_status
Can I use Real Estate as an investment category?,investment_category_check
Tell maine my precious alloy loss,investment_get_loss
What ’ s my income style this month?,income_get_trend
Tell maine about my expense last week,get_weekly_expenses
Create a Job income class,income_category_add
What ’ s the escort?,unknown
Invest ₹ 3000 in bond,investment_add
Record ₹800 for travel,expense_add
