text,intent
Add ₹2000 for rent,expense_add
Can you add ₹600 for healthcare?,expense_add
Spent ₹700 for subscriptions,expense_add
Log ₹300 for dining out,expense_add
Add ₹200 for personal care,expense_add
Record ₹1000 for childcare,expense_add
What’s my total spending this month?,expense_get_total
Show my monthly expense summary,expense_get_total
Tell me my total expenses,expense_get_total
Can you list my spending total?,expense_get_total
What’s my expenditure this month?,expense_get_total
Show my total spending for May,expense_get_total
List my expense totals,expense_get_total
What’s my monthly spending amount?,expense_get_total
Can you show my total expenditure?,expense_get_total
Tell me my spending sum,expense_get_total
What did I spend last week?,expense_get_by_date
Show my expenses from last week,expense_get_by_date
Tell me my spending last month,expense_get_by_date
List my expenses for this week,expense_get_by_date
Can you show my spending this month?,expense_get_by_date
What’s my expense history for May?,expense_get_by_date
Show my expenses from last year,expense_get_by_date
Tell me my spending for this year,expense_get_by_date
List my expenses from last month,expense_get_by_date
Can you show my weekly expenses?,expense_get_by_date
What’s my food spending this week?,expense_get_by_category_date
Show my grocery expenses for last month,expense_get_by_category_date
Tell me my utilities spending this year,expense_get_by_category_date
What’s my entertainment spending last week?,expense_get_by_category_date
Can you show my rent expenses this month?,expense_get_by_category_date
What did I spend on transportation last month?,expense_get_by_category_date
Show my healthcare expenses this week,expense_get_by_category_date
Tell me my subscriptions spending last year,expense_get_by_category_date
What’s my dining out spending this month?,expense_get_by_category_date
Can you show my personal care expenses last week?,expense_get_by_category_date
Add a ₹250 expense for snacks,expense_add
Log ₹150 for coffee,expense_add
Spent ₹400 on gym membership,expense_add
Record ₹700 for healthcare visit,expense_add
Add ₹300 for internet,expense_add
Can you log ₹200 for taxi?,expense_add
Spent ₹500 on clothing,expense_add
Add ₹600 for home repairs,expense_add
Record ₹800 for travel,expense_add
Log ₹350 for gifts,expense_add
What’s my spending trend this month?,expense_get_trend
Show my expense trends for this year,expense_get_trend
Tell me my spending pattern,expense_get_trend
Can you show my expenditure trends?,expense_get_trend
What’s my monthly spending trend?,expense_get_trend
Show my spending trends for food,expense_get_trend_by_category
Tell me my grocery spending pattern,expense_get_trend_by_category
What’s my utilities spending trend?,expense_get_trend_by_category
Can you show my entertainment spending trends?,expense_get_trend_by_category
Show my rent expense trends,expense_get_trend_by_category
What expenses did I have yesterday?,expense_get_by_date
Show my expenses from two weeks ago,expense_get_by_date
Tell me my spending from last Friday,expense_get_by_date
List my expenses for this Monday,expense_get_by_date
Can you show my spending from last month?,expense_get_by_date
What’s my highest expense this month?,expense_get_max
Show my biggest expense this year,expense_get_max
Tell me my largest spending amount,expense_get_max
Can you list my top expenses?,expense_get_max
What’s my most expensive category?,expense_get_max
What’s my average spending per month?,expense_get_average
Show my average expenses this year,expense_get_average
Tell me my average monthly spending,expense_get_average
Can you show my spending average?,expense_get_average
What’s my average food spending?,expense_get_average_by_category
Show my average grocery expenses,expense_get_average_by_category
Tell me my average utilities spending,expense_get_average_by_category
Can you show my average entertainment spending?,expense_get_average_by_category
Show my average rent expenses,expense_get_average_by_category
What are my income categories?,income_category_get_list
Show me all my income source types,income_category_get_list
List my income categories please,income_category_get_list
Can you tell me my income types?,income_category_get_list
What are my income classifications?,income_category_get_list
Show my income category list,income_category_get_list
Tell me the types of income I track,income_category_get_list
What income categories are in my account?,income_category_get_list
List all my income source categories,income_category_get_list
Can you show my income groups?,income_category_get_list
Is Salary a valid income category?,income_category_check
Does Freelance count as an income category?,income_category_check
Can I use Investments as an income category?,income_category_check
Is Rental Income a valid category?,income_category_check
Check if Dividends is an income category,income_category_check
Is Side Hustle a valid income category?,income_category_check
Does Passive Income count as a category?,income_category_check
Can I use Bonuses as an income category?,income_category_check
Is Grants an income category?,income_category_check
Check if Royalties is an income category?,income_category_check
Add a Salary income category,income_category_add
Create a Freelance income category,income_category_add
Set up an Investments income category,income_category_add
Add a Rental Income category,income_category_add
Can you create a Dividends income category?,income_category_add
Add a Side Hustle income category,income_category_add
Create a Passive Income category,income_category_add
Set up a Bonuses income category,income_category_add
Add a Grants income category,income_category_add
Can you create a Royalties income category?,income_category_add
What income categories can I use?,income_category_get_list
Show me the full list of income categories,income_category_get_list
Tell me all income category names,income_category_get_list
Can you list every income category I can use?,income_category_get_list
What are all my income types?,income_category_get_list
Show me every income category,income_category_get_list
List all categories for income,income_category_get_list
Can you tell me every income category?,income_category_get_list
What’s the complete income category list?,income_category_get_list
Show all my income classifications,income_category_get_list
Is Consulting a valid income category?,income_category_check
Does Business count as an income category?,income_category_check
Can I use Pensions as an income category?,income_category_check
Is Alimony a valid income category?,income_category_check
Check if Interest is an income category?,income_category_check
Is Refunds an income category?,income_category_check
Does Cashback count as an income category?,income_category_check
Can I use Awards as an income category?,income_category_check
Is Stipends an income category?,income_category_check
Check if Commissions is an income category?,income_category_check
Add a Consulting income category,income_category_add
Create a Business income category,income_category_add
Set up a Pensions income category,income_category_add
Add an Alimony income category,income_category_add
Can you create an Interest income category?,income_category_add
Add a Refunds income category,income_category_add
Create a Cashback income category,income_category_add
Set up an Awards income category,income_category_add
Add a Stipends income category,income_category_add
Can you create a Commissions income category?,income_category_add
What income category is salary?,income_category_map
Which category for freelance work?,income_category_map
What’s the category for investment income?,income_category_map
Map rental income to a category,income_category_map
What income category is dividends?,income_category_map
Which category for side hustle?,income_category_map
What’s the category for passive income?,income_category_map
Map bonuses to an income category,income_category_map
What income category is grants?,income_category_map
Which category for royalties?,income_category_map
What income category is consulting?,income_category_map
Which category for business income?,income_category_map
What’s the category for pensions?,income_category_map
Map alimony to an income category,income_category_map
What income category is interest?,income_category_map
Which category for refunds?,income_category_map
What’s the category for cashback?,income_category_map
Map awards to an income category,income_category_map
What income category is stipends?,income_category_map
Which category for commissions?,income_category_map
Can you list my income source types?,income_category_get_list
Show me my income category options,income_category_get_list
Tell me my income classification list,income_category_get_list
What are my income category choices?,income_category_get_list
Can you show my income type options?,income_category_get_list
List my income source classifications,income_category_get_list
Show my income category choices,income_category_get_list
Tell me my income type classifications,income_category_get_list
What’s my list of income categories?,income_category_get_list
Can you display all income categories?,income_category_get_list
What’s my salary income this month?,income_get_by_category
Show my freelance earnings,income_get_by_category
Tell me my investment income,income_get_by_category
What’s my rental income?,income_get_by_category
Can you show my dividends income?,income_get_by_category
What did I earn from side hustle?,income_get_by_category
Show my passive income,income_get_by_category
Tell me my bonuses income,income_get_by_category
What’s my grants income?,income_get_by_category
Can you show my royalties income?,income_get_by_category
Add ₹5000 for salary,income_add
Log ₹2000 for freelance work,income_add
Record ₹3000 for investments,income_add
Add ₹4000 for rental income,income_add
Can you add ₹1000 for dividends?,income_add
Spent ₹1500 for side hustle,income_add
Log ₹2000 for passive income,income_add
Add ₹2500 for bonuses,income_add
Record ₹3000 for grants,income_add
Can you add ₹3500 for royalties?,income_add
What’s my total income this month?,income_get_total
Show my monthly income summary,income_get_total
Tell me my total earnings,income_get_total
Can you list my income total?,income_get_total
What’s my revenue this month?,income_get_total
Show my total income for May,income_get_total
List my income totals,income_get_total
What’s my monthly income amount?,income_get_total
Can you show my total revenue?,income_get_total
Tell me my earnings sum,income_get_total
What did I earn last week?,income_get_by_date
Show my income from last week,income_get_by_date
Tell me my earnings last month,income_get_by_date
List my income for this week,income_get_by_date
Can you show my income this month?,income_get_by_date
What’s my income history for May?,income_get_by_date
Show my income from last year,income_get_by_date
Tell me my earnings for this year,income_get_by_date
List my income from last month,income_get_by_date
Can you show my weekly income?,income_get_by_date
What’s my salary income this week?,income_get_by_category_date
Show my freelance earnings for last month,income_get_by_category_date
Tell me my investment income this year,income_get_by_category_date
What’s my rental income last week?,income_get_by_category_date
Can you show my dividends income this month?,income_get_by_category_date
What did I earn from side hustle last month?,income_get_by_category_date
Show my passive income this week,income_get_by_category_date
Tell me my bonuses income last year,income_get_by_category_date
What’s my grants income this month?,income_get_by_category_date
Can you show my royalties income last week?,income_get_by_category_date
Add a ₹1000 income for consulting,income_add
Log ₹1500 for business income,income_add
Spent ₹2000 on pensions,income_add
Record ₹2500 for alimony,income_add
Add ₹3000 for interest,income_add
Can you log ₹3500 for refunds?,income_add
Spent ₹4000 on cashback,income_add
Add ₹4500 for awards,income_add
Record ₹5000 for stipends,income_add
Log ₹5500 for commissions,income_add
What’s my income trend this month?,income_get_trend
Show my income trends for this year,income_get_trend
Tell me my earnings pattern,income_get_trend
Can you show my revenue trends?,income_get_trend
What’s my monthly income trend?,income_get_trend
Show my income trends for salary,income_get_trend_by_category
Tell me my freelance income pattern,income_get_trend_by_category
What’s my investment income trend?,income_get_trend_by_category
Can you show my rental income trends?,income_get_trend_by_category
Show my dividends income trends,income_get_trend_by_category
What income did I have yesterday?,income_get_by_date
Show my income from two weeks ago,income_get_by_date
Tell me my earnings from last Friday,income_get_by_date
List my income for this Monday,income_get_by_date
Can you show my income from last month?,income_get_by_date
What’s my highest income this month?,income_get_max
Show my biggest income this year,income_get_max
Tell me my largest income amount,income_get_max
Can you list my top incomes?,income_get_max
What’s my most lucrative income category?,income_get_max
What’s my average income per month?,income_get_average
Show my average income this year,income_get_average
Tell me my average monthly income,income_get_average
Can you show my income average?,income_get_average
What’s my average salary income?,income_get_average_by_category
Show my average freelance income,income_get_average_by_category
Tell me my average investment income,income_get_average_by_category
Can you show my average rental income?,income_get_average_by_category
Show my average dividends income,income_get_average_by_category
What are my investment categories?,investment_category_get_list
Show me all my investment types,investment_category_get_list
List my investment categories please,investment_category_get_list
Can you tell me my investment classifications?,investment_category_get_list
What are my investment groups?,investment_category_get_list
Show my investment category list,investment_category_get_list
Tell me the types of investments I track,investment_category_get_list
What investment categories are in my account?,investment_category_get_list
List all my investment categories,investment_category_get_list
Can you show my investment type list?,investment_category_get_list
Is Stocks a valid investment category?,investment_category_check
Does Bonds count as an investment category?,investment_category_check
Can I use Real Estate as an investment category?,investment_category_check
Is Mutual Funds a valid category?,investment_category_check
Check if ETFs is an investment category?,investment_category_check
Is Cryptocurrency a valid category?,investment_category_check
Does Commodities count as an investment category?,investment_category_check
Can I use Precious Metals as an investment category?,investment_category_check
Is Venture Capital an investment category?,investment_category_check
Check if Hedge Funds is an investment category?,investment_category_check
Add a Stocks investment category,investment_category_add
Create a Bonds investment category,investment_category_add
Set up a Real Estate investment category,investment_category_add
Add a Mutual Funds investment category,investment_category_add
Can you create an ETFs investment category?,investment_category_add
Add a Cryptocurrency investment category,investment_category_add
Create a Commodities investment category,investment_category_add
Set up a Precious Metals investment category,investment_category_add
Add a Venture Capital investment category,investment_category_add
Can you create a Hedge Funds investment category?,investment_category_add
What investment categories can I use?,investment_category_get_list
Show me the full list of investment categories,investment_category_get_list
Tell me all investment category names,investment_category_get_list
Can you list every investment category I can use?,investment_category_get_list
What are all my investment types?,investment_category_get_list
Show me every investment category,investment_category_get_list
List all categories for investments,investment_category_get_list
Can you tell me every investment category?,investment_category_get_list
What’s the complete investment category list?,investment_category_get_list
Show all my investment classifications,investment_category_get_list
Is REITs a valid investment category?,investment_category_check
Does Private Equity count as an investment category?,investment_category_check
Can I use Derivatives as an investment category?,investment_category_check
Is Annuities a valid investment category?,investment_category_check
Check if Collectibles is an investment category?,investment_category_check
Is Forex an investment category?,investment_category_check
Does Crowdfunding count as an investment category?,investment_category_check
Can I use Peer-to-Peer Lending as an investment category?,investment_category_check
Is Angel Investing an investment category?,investment_category_check
Check if Infrastructure is an investment category?,investment_category_check
Add a REITs investment category,investment_category_add
Create a Private Equity investment category,investment_category_add
Set up a Derivatives investment category,investment_category_add
Add an Annuities investment category,investment_category_add
Can you create a Collectibles investment category?,investment_category_add
Add a Forex investment category,investment_category_add
Create a Crowdfunding investment category,investment_category_add
Set up a Peer-to-Peer Lending investment category,investment_category_add
Add an Angel Investing investment category,investment_category_add
Can you create an Infrastructure investment category?,investment_category_add
What investment category is stocks?,investment_category_map
Which category for bonds?,investment_category_map
What’s the category for real estate investments?,investment_category_map
Map mutual funds to a category,investment_category_map
What investment category is ETFs?,investment_category_map
Which category for cryptocurrency?,investment_category_map
What’s the category for commodities?,investment_category_map
Map precious metals to an investment category,investment_category_map
What investment category is venture capital?,investment_category_map
Which category for hedge funds?,investment_category_map
What investment category is REITs?,investment_category_map
Which category for private equity?,investment_category_map
What’s the category for derivatives?,investment_category_map
Map annuities to an investment category,investment_category_map
What investment category is collectibles?,investment_category_map
Which category for forex?,investment_category_map
What’s the category for crowdfunding?,investment_category_map
Map peer-to-peer lending to an investment category,investment_category_map
What investment category is angel investing?,investment_category_map
Which category for infrastructure?,investment_category_map
Can you list my investment type options?,investment_category_get_list
Show me my investment category choices,investment_category_get_list
Tell me my investment classification list,investment_category_get_list
What are my investment category options?,investment_category_get_list
Can you show my investment type classifications?,investment_category_get_list
List my investment source classifications,investment_category_get_list
Show my investment category options,investment_category_get_list
Tell me my investment type choices,investment_category_get_list
What’s my list of investment categories?,investment_category_get_list
Can you display all investment categories?,investment_category_get_list
What are my stock investments?,investment_get_by_category
Show my bond investments,investment_get_by_category
Tell me my real estate investments,investment_get_by_category
What’s my mutual fund investments?,investment_get_by_category
Can you show my ETF investments?,investment_get_by_category
What did I invest in cryptocurrency?,investment_get_by_category
Show my commodities investments,investment_get_by_category
Tell me my precious metals investments,investment_get_by_category
What’s my venture capital investments?,investment_get_by_category
Can you show my hedge fund investments?,investment_get_by_category
Add ₹5000 to stocks,investment_add
Invest ₹3000 in bonds,investment_add
Record ₹4000 for real estate,investment_add
Add ₹2000 to mutual funds,investment_add
Can you add ₹2500 to ETFs?,investment_add
Invest ₹3500 in cryptocurrency,investment_add
Add ₹4000 to commodities,investment_add
Record ₹4500 for precious metals,investment_add
Add ₹5000 to venture capital,investment_add
Can you invest ₹6000 in hedge funds?,investment_add
What’s my total investment amount?,investment_get_total
Show my total investments summary,investment_get_total
Tell me my total investment value,investment_get_total
Can you list my investment total?,investment_get_total
What’s my investment portfolio worth?,investment_get_total
Show my total investments for this year,investment_get_total
List my investment totals,investment_get_total
What’s my investment amount this month?,investment_get_total
Can you show my total investment value?,investment_get_total
Tell me my investments sum,investment_get_total
What’s my profit from stocks?,investment_get_profit
Show my bond investment profits,investment_get_profit
Tell me my real estate investment gains,investment_get_profit
What’s my mutual fund profit?,investment_get_profit
Can you show my ETF profits?,investment_get_profit
What’s my cryptocurrency investment profit?,investment_get_profit
Show my commodities investment gains,investment_get_profit
Tell me my precious metals profit,investment_get_profit
What’s my venture capital profit?,investment_get_profit
Can you show my hedge fund profits?,investment_get_profit
What’s my loss from stocks?,investment_get_loss
Show my bond investment losses,investment_get_loss
Tell me my real estate investment losses,investment_get_loss
What’s my mutual fund loss?,investment_get_loss
Can you show my ETF losses?,investment_get_loss
What’s my cryptocurrency investment loss?,investment_get_loss
Show my commodities investment losses,investment_get_loss
Tell me my precious metals loss,investment_get_loss
What’s my venture capital loss?,investment_get_loss
Can you show my hedge fund losses?,investment_get_loss
What investments did I make this month?,investment_get_by_date
Show my investments from last week,investment_get_by_date
Tell me my investments last month,investment_get_by_date
List my investments for this week,investment_get_by_date
Can you show my investments this year?,investment_get_by_date
What’s my investment history for May?,investment_get_by_date
Show my investments from last year,investment_get_by_date
Tell me my investments for this month,investment_get_by_date
List my investments from last month,investment_get_by_date
Can you show my monthly investments?,investment_get_by_date
What’s my stock investment performance?,investment_get_performance
Show my bond investment performance,investment_get_performance
Tell me my real estate investment returns,investment_get_performance
What’s my mutual fund performance?,investment_get_performance
Can you show my ETF investment performance?,investment_get_performance
What’s my cryptocurrency investment returns?,investment_get_performance
Show my commodities investment performance,investment_get_performance
Tell me my precious metals investment returns,investment_get_performance
What’s my venture capital performance?,investment_get_performance
Can you show my hedge fund investment performance?,investment_get_performance
Add ₹2000 to REITs,investment_add
Invest ₹2500 in private equity,investment_add
Record ₹3000 for derivatives,investment_add
Add ₹3500 to annuities,investment_add
Can you add ₹4000 to collectibles?,investment_add
Invest ₹4500 in forex,investment_add
Add ₹5000 to crowdfunding,investment_add
Record ₹5500 for peer-to-peer lending,investment_add
Add ₹6000 to angel investing,investment_add
Can you invest ₹6500 in infrastructure?,investment_add
What’s my investment trend this year?,investment_get_trend
Show my investment trends for stocks,investment_get_trend_by_category
Tell me my bond investment trends,investment_get_trend_by_category
What’s my real estate investment trend?,investment_get_trend_by_category
Can you show my mutual fund investment trends?,investment_get_trend_by_category
Show my ETF investment trends,investment_get_trend_by_category
What’s my highest investment this month?,investment_get_max
Show my biggest investment this year,investment_get_max
Tell me my largest investment amount,investment_get_max
Can you list my top investments?,investment_get_max
What’s my most profitable investment?,investment_get_max_profit
Show my most profitable investment category,investment_get_max_profit
Tell me my highest profit investment,investment_get_max_profit
Can you show my top profit investments?,investment_get_max_profit
